UnitKey,month,uProd,pProd,pRate,Status,UnitTerminationDate
21387,114,116994,8768,0.07 ,1,NULL
21393,114,90865,6997,0.08 ,1,NULL
21403,114,95681,8729,0.09 ,1,NULL
21412,114,77629,5837,0.08 ,1,NULL
21416,114,184072,4308,0.02 ,1,NULL
21426,114,63195,5979,0.09 ,0,2018/11/30
21442,114,140746,12573,0.09 ,1,NULL
21448,113,106843,7852,0.07 ,1,NULL
21451,113,32430,2281,0.07 ,1,NULL
21456,113,90562,10650,0.12 ,1,NULL
21462,113,101893,8594,0.08 ,1,NULL
21464,113,62357,11675,0.19 ,1,NULL
21467,113,133269,13094,0.10 ,1,NULL
21469,113,54417,8223,0.15 ,1,NULL
21471,113,17777,2996,0.17 ,1,NULL
21484,113,53017,7517,0.14 ,1,NULL
21485,113,73403,5238,0.07 ,1,NULL
21489,113,60111,7036,0.12 ,1,NULL
21500,113,32377,2276,0.07 ,1,NULL
21510,113,72945,3074,0.04 ,1,NULL
21512,113,153463,7506,0.05 ,1,NULL
21516,113,38986,2164,0.06 ,1,NULL
21520,113,15361,2301,0.15 ,1,NULL
21528,113,42454,10366,0.24 ,1,NULL
21532,113,120146,6830,0.06 ,1,NULL
21533,113,48670,2611,0.05 ,1,NULL
21546,113,42237,13623,0.32 ,1,NULL
21551,113,47357,7050,0.15 ,1,NULL
21554,113,183218,10778,0.06 ,1,NULL
21555,113,164586,6936,0.04 ,1,NULL
21561,113,54805,5694,0.10 ,1,NULL
21566,113,63177,2344,0.04 ,1,NULL
21574,113,56833,4242,0.07 ,1,NULL
21576,113,75926,8660,0.11 ,1,NULL
21577,113,42703,2072,0.05 ,1,NULL
21578,113,122583,4610,0.04 ,1,NULL
21581,113,89764,7039,0.08 ,1,NULL
21586,113,56786,2969,0.05 ,1,NULL
21587,113,308358,16423,0.05 ,1,NULL
21603,113,131308,8253,0.06 ,1,NULL
21606,113,54742,4939,0.09 ,1,NULL
21607,113,49890,6960,0.14 ,1,NULL
21608,113,27158,7432,0.27 ,1,NULL
21609,113,57543,8899,0.15 ,1,NULL
21611,113,84465,8968,0.11 ,1,NULL
21616,113,47048,6962,0.15 ,1,NULL
21617,113,100972,13220,0.13 ,1,NULL
21620,113,54208,7719,0.14 ,1,NULL
21623,113,112006,13492,0.12 ,1,NULL
21628,113,52072,16410,0.32 ,1,NULL
21631,113,65452,9752,0.15 ,1,NULL
21632,113,272100,9453,0.03 ,1,NULL
21634,113,187328,13474,0.07 ,1,NULL
21648,113,83716,9873,0.12 ,1,NULL
21658,113,158484,17313,0.11 ,1,NULL
21661,113,27461,3427,0.12 ,1,NULL
21662,113,182509,7679,0.04 ,1,NULL
21663,113,161635,13534,0.08 ,1,NULL
21667,113,59201,6591,0.11 ,1,NULL
21668,113,99115,2028,0.02 ,1,NULL
21676,113,92615,10037,0.11 ,1,NULL
21684,113,228218,10989,0.05 ,1,NULL
21689,113,67083,5379,0.08 ,1,NULL
21690,113,61409,4368,0.07 ,1,NULL
21694,113,40101,2396,0.06 ,1,NULL
21699,113,192138,11604,0.06 ,1,NULL
21701,113,32152,2280,0.07 ,1,NULL
21702,113,32532,2688,0.08 ,1,NULL
21705,113,99481,8289,0.08 ,1,NULL
21706,113,41128,4081,0.10 ,1,NULL
21710,113,77648,7502,0.10 ,1,NULL
21712,113,142022,5825,0.04 ,1,NULL
21713,113,138581,15246,0.11 ,1,NULL
21717,113,99182,14836,0.15 ,1,NULL
21718,113,301733,10606,0.04 ,1,NULL
21724,113,26078,2101,0.08 ,1,NULL
21726,113,117158,8781,0.07 ,1,NULL
21730,113,102611,6657,0.06 ,1,NULL
21736,113,122330,8363,0.07 ,1,NULL
21740,113,77800,4055,0.05 ,1,NULL
21747,113,120187,12540,0.10 ,1,NULL
21749,113,30906,6503,0.21 ,1,NULL
21750,113,58260,9035,0.16 ,1,NULL
21751,113,112880,4913,0.04 ,1,NULL
21755,113,63547,4847,0.08 ,1,NULL
21759,113,77510,15577,0.20 ,1,NULL
21764,113,117007,7969,0.07 ,1,NULL
21765,113,85832,11728,0.14 ,1,NULL
21773,112,33743,4584,0.14 ,1,NULL
21776,112,121565,15111,0.12 ,1,NULL
21777,112,67046,9714,0.14 ,1,NULL
21782,112,72120,11307,0.16 ,1,NULL
21787,112,152890,7613,0.05 ,1,NULL
21790,112,18669,2387,0.13 ,1,NULL
21795,112,45402,10517,0.23 ,1,NULL
21800,112,119619,6622,0.06 ,1,NULL
21802,112,25708,4712,0.18 ,1,NULL
21803,112,40648,11671,0.29 ,1,NULL
21821,112,62345,4304,0.07 ,1,NULL
21829,112,355634,17406,0.05 ,1,NULL
21831,112,42037,5039,0.12 ,1,NULL
21832,112,130336,6900,0.05 ,1,NULL
21834,112,145683,11729,0.08 ,1,NULL
21837,112,109909,4573,0.04 ,1,NULL
21842,112,96994,10036,0.10 ,1,NULL
21844,112,312176,8866,0.03 ,1,NULL
21853,112,73987,7197,0.10 ,1,NULL
21858,112,87754,8615,0.10 ,1,NULL
21863,112,78444,7886,0.10 ,1,NULL
21865,112,138783,12151,0.09 ,1,NULL
21877,112,72795,4786,0.07 ,1,NULL
21885,112,108607,6778,0.06 ,1,NULL
21890,112,54990,4626,0.08 ,1,NULL
21893,112,47248,5920,0.13 ,1,NULL
21896,112,67493,4142,0.06 ,1,NULL
21898,112,156221,4651,0.03 ,1,NULL
21903,112,43025,9796,0.23 ,1,NULL
21909,112,54129,5335,0.10 ,1,NULL
21911,112,72470,15830,0.22 ,1,NULL
21913,112,123673,11602,0.09 ,1,NULL
21923,112,54079,7870,0.15 ,1,NULL
21936,112,164623,9036,0.05 ,1,NULL
21939,112,62515,8076,0.13 ,1,NULL
21945,112,26266,4563,0.17 ,0,2018/11/30
21949,112,60249,8845,0.15 ,1,NULL
21953,112,53413,8118,0.15 ,1,NULL
21956,112,70441,7993,0.11 ,1,NULL
21957,112,147359,12226,0.08 ,1,NULL
21961,112,185941,11123,0.06 ,1,NULL
21964,112,74263,13757,0.19 ,1,NULL
21965,112,63205,7020,0.11 ,1,NULL
21967,112,81124,9459,0.12 ,1,NULL
21969,112,33018,2148,0.07 ,1,NULL
21975,112,656430,14253,0.02 ,1,NULL
21978,112,399982,10328,0.03 ,1,NULL
21983,112,119262,6600,0.06 ,1,NULL
21987,112,200690,8827,0.04 ,1,NULL
21989,112,96762,4879,0.05 ,1,NULL
21991,112,97215,10998,0.11 ,1,NULL
22001,112,118078,20739,0.18 ,1,NULL
22005,112,35784,10481,0.29 ,1,NULL
22009,112,72746,6200,0.09 ,1,NULL
22014,112,59431,13635,0.23 ,1,NULL
22023,112,63726,5030,0.08 ,1,NULL
22027,112,33917,2115,0.06 ,1,NULL
22034,112,32879,7661,0.23 ,1,NULL
22052,112,104145,8908,0.09 ,1,NULL
22056,112,23375,6663,0.29 ,1,NULL
22057,112,89387,19626,0.22 ,1,NULL
22059,112,28053,2033,0.07 ,1,NULL
22063,112,69453,5411,0.08 ,1,NULL
22069,112,59534,8602,0.14 ,1,NULL
22074,112,60102,7730,0.13 ,1,NULL
22079,112,88445,13649,0.15 ,1,NULL
22081,112,70544,4479,0.06 ,1,NULL
22082,112,36482,4637,0.13 ,1,NULL
22089,112,144820,8640,0.06 ,1,NULL
22090,112,110757,9096,0.08 ,1,NULL
22091,112,124336,9178,0.07 ,1,NULL
22093,112,36589,2038,0.06 ,1,NULL
22096,112,96212,7497,0.08 ,1,NULL
22097,112,64568,18721,0.29 ,1,NULL
22099,112,278048,9402,0.03 ,1,NULL
22104,112,26453,3504,0.13 ,1,NULL
22108,112,60883,12497,0.21 ,1,NULL
22110,112,122121,13773,0.11 ,1,NULL
22117,112,135751,15755,0.12 ,1,NULL
22130,112,128125,6773,0.05 ,1,NULL
22142,112,87372,7256,0.08 ,1,NULL
22143,112,247914,10338,0.04 ,1,NULL
22153,112,39807,4512,0.11 ,1,NULL
22154,112,37672,5783,0.15 ,1,NULL
22165,112,78534,10279,0.13 ,1,NULL
22170,112,64790,6687,0.10 ,1,NULL
22172,112,74392,4132,0.06 ,1,NULL
22176,112,103395,8543,0.08 ,1,NULL
22178,112,256274,26929,0.11 ,1,NULL
22179,112,170025,9347,0.05 ,1,NULL
22182,112,228499,6591,0.03 ,1,NULL
22186,111,100449,7694,0.08 ,1,NULL
22189,111,94061,22043,0.23 ,1,NULL
22191,111,60628,13290,0.22 ,1,NULL
22192,111,46471,12560,0.27 ,1,NULL
22197,111,28693,17295,0.60 ,0,2018/11/30
22199,111,35638,8249,0.23 ,1,NULL
22202,111,65483,4754,0.07 ,1,NULL
22206,111,85156,10675,0.13 ,1,NULL
22207,111,78851,6627,0.08 ,1,NULL
22211,111,87590,8677,0.10 ,1,NULL
22216,111,52390,6636,0.13 ,1,NULL
22217,111,130777,7498,0.06 ,1,NULL
22220,111,51004,8053,0.16 ,1,NULL
22222,111,316169,8917,0.03 ,1,NULL
22225,111,39185,4938,0.13 ,1,NULL
22243,111,90155,9656,0.11 ,1,NULL
22245,111,105131,7419,0.07 ,1,NULL
22253,111,128530,18750,0.15 ,1,NULL
22258,111,68640,2167,0.03 ,1,NULL
22270,111,33585,4853,0.14 ,1,NULL
22271,111,33374,4703,0.14 ,1,NULL
22272,111,59279,6594,0.11 ,1,NULL
22274,111,31070,6734,0.22 ,1,NULL
22277,111,30486,7117,0.23 ,1,NULL
22282,111,10241,2356,0.23 ,1,NULL
22285,111,71603,9955,0.14 ,1,NULL
22288,111,101873,11600,0.11 ,1,NULL
22289,111,178750,6650,0.04 ,1,NULL
22293,111,60815,6624,0.11 ,1,NULL
22300,111,160755,9508,0.06 ,1,NULL
22312,111,54811,5120,0.09 ,1,NULL
22315,111,322635,14458,0.04 ,1,NULL
22324,111,28451,4888,0.17 ,1,NULL
22330,111,189758,7309,0.04 ,1,NULL
22331,111,32434,2452,0.08 ,1,NULL
22345,111,67488,10413,0.15 ,1,NULL
22362,111,239900,18865,0.08 ,1,NULL
22374,111,159128,9587,0.06 ,1,NULL
22383,111,58704,6138,0.10 ,1,NULL
22390,111,176726,9071,0.05 ,1,NULL
22393,111,65214,11448,0.18 ,1,NULL
22395,111,84821,6705,0.08 ,1,NULL
22397,111,65088,8002,0.12 ,1,NULL
22399,111,58366,9771,0.17 ,1,NULL
22401,111,145943,8088,0.06 ,1,NULL
22402,111,171080,7424,0.04 ,1,NULL
22405,111,87111,6777,0.08 ,1,NULL
22408,111,59415,5507,0.09 ,1,NULL
22413,111,76872,16517,0.21 ,1,NULL
22416,111,29073,1610,0.06 ,1,NULL
22417,111,28161,2111,0.07 ,1,NULL
22423,111,171591,6567,0.04 ,1,NULL
22425,111,14288,3934,0.28 ,1,NULL
22428,111,67048,11856,0.18 ,1,NULL
22429,111,68594,6013,0.09 ,1,NULL
22430,111,57695,12256,0.21 ,1,NULL
22448,111,115485,8907,0.08 ,1,NULL
22452,111,59434,6987,0.12 ,1,NULL
22453,111,41248,4708,0.11 ,1,NULL
22455,111,65923,7074,0.11 ,1,NULL
22466,111,126620,14320,0.11 ,1,NULL
22467,111,29404,14734,0.50 ,1,NULL
22468,111,68581,8969,0.13 ,1,NULL
22469,111,68372,7466,0.11 ,1,NULL
22470,111,69695,12619,0.18 ,1,NULL
22471,111,38681,22896,0.59 ,1,NULL
22473,111,249636,6653,0.03 ,1,NULL
22475,111,386419,10625,0.03 ,1,NULL
22490,111,52558,14152,0.27 ,1,NULL
22491,111,120354,15617,0.13 ,1,NULL
22492,111,82272,8925,0.11 ,1,NULL
22494,111,43448,2039,0.05 ,1,NULL
22500,111,172324,11050,0.06 ,1,NULL
22501,111,88358,7577,0.09 ,1,NULL
22508,111,100398,10462,0.10 ,1,NULL
22517,111,132353,10581,0.08 ,1,NULL
22526,111,50268,9817,0.20 ,1,NULL
22530,111,85720,5125,0.06 ,1,NULL
22531,111,88257,6819,0.08 ,1,NULL
22540,111,64127,16909,0.26 ,1,NULL
22541,111,51728,14431,0.28 ,1,NULL
22542,111,51386,3600,0.07 ,1,NULL
22543,111,71853,9582,0.13 ,1,NULL
22557,111,41611,7296,0.18 ,1,NULL
22561,111,67092,5361,0.08 ,1,NULL
22562,111,42228,5201,0.12 ,1,NULL
22568,111,5214,3123,0.60 ,0,2018/10/31
22577,111,93063,7008,0.08 ,1,NULL
22586,111,127259,6065,0.05 ,1,NULL
22593,111,93193,3703,0.04 ,1,NULL
22601,111,50148,8345,0.17 ,1,NULL
22603,111,91112,12998,0.14 ,1,NULL
22608,110,89781,11656,0.13 ,1,NULL
22611,110,36668,4348,0.12 ,1,NULL
22618,110,31243,2101,0.07 ,1,NULL
22619,110,98608,12977,0.13 ,1,NULL
22623,110,134725,6847,0.05 ,1,NULL
22625,110,219008,8495,0.04 ,1,NULL
22632,110,105962,6536,0.06 ,1,NULL
22639,110,38667,7599,0.20 ,1,NULL
22641,110,125732,6549,0.05 ,1,NULL
22644,110,116300,6712,0.06 ,1,NULL
22646,110,74095,6655,0.09 ,1,NULL
22651,110,103086,6897,0.07 ,1,NULL
22652,110,76617,15184,0.20 ,1,NULL
22654,110,215441,10012,0.05 ,1,NULL
22666,110,19410,2180,0.11 ,1,NULL
22667,110,183827,11936,0.06 ,1,NULL
22669,110,84848,8538,0.10 ,1,NULL
22675,110,30395,6591,0.22 ,1,NULL
22681,110,251036,11377,0.05 ,1,NULL
22684,110,28160,2836,0.10 ,1,NULL
22687,110,62330,7626,0.12 ,1,NULL
22690,110,93674,8366,0.09 ,1,NULL
22692,110,109928,16817,0.15 ,1,NULL
22694,110,168137,12257,0.07 ,1,NULL
22695,110,79770,18207,0.23 ,1,NULL
22696,110,49059,5403,0.11 ,1,NULL
22701,110,64743,8406,0.13 ,1,NULL
22704,110,117490,10978,0.09 ,1,NULL
22707,110,173727,7271,0.04 ,1,NULL
22709,110,61530,7012,0.11 ,1,NULL
22711,110,212187,7994,0.04 ,1,NULL
22717,110,166981,13345,0.08 ,1,NULL
22722,110,90198,12261,0.14 ,1,NULL
22730,110,39218,5011,0.13 ,1,NULL
22746,110,117427,11548,0.10 ,1,NULL
22747,110,135312,9541,0.07 ,1,NULL
22748,110,31054,6254,0.20 ,1,NULL
22754,110,97236,12054,0.12 ,1,NULL
22757,110,44397,8085,0.18 ,1,NULL
22770,110,70161,6967,0.10 ,1,NULL
22773,110,127955,13596,0.11 ,1,NULL
22774,110,102666,11901,0.12 ,1,NULL
22776,110,55096,8369,0.15 ,1,NULL
22780,110,138997,8643,0.06 ,1,NULL
22782,110,68095,11734,0.17 ,1,NULL
22788,110,46547,5578,0.12 ,1,NULL
22791,110,95588,4536,0.05 ,1,NULL
22792,110,253555,9187,0.04 ,1,NULL
22795,110,110068,6678,0.06 ,1,NULL
22800,110,75268,2277,0.03 ,1,NULL
22808,110,34437,2289,0.07 ,1,NULL
22811,110,15107,2387,0.16 ,1,NULL
22816,110,115292,17585,0.15 ,1,NULL
22820,110,292203,21012,0.07 ,1,NULL
22822,110,117605,9099,0.08 ,1,NULL
22830,110,61804,11510,0.19 ,1,NULL
22833,110,47307,4358,0.09 ,1,NULL
22834,110,96189,7131,0.07 ,1,NULL
22843,110,47072,7543,0.16 ,1,NULL
22848,110,153890,11033,0.07 ,1,NULL
22849,110,28716,7572,0.26 ,1,NULL
22851,110,89956,6663,0.07 ,1,NULL
22853,110,38264,5319,0.14 ,1,NULL
22855,110,102039,6735,0.07 ,1,NULL
22856,110,41330,8495,0.21 ,1,NULL
22857,110,65295,17256,0.26 ,1,NULL
22863,110,108991,9147,0.08 ,1,NULL
22869,110,183361,16174,0.09 ,1,NULL
22876,110,94019,6547,0.07 ,1,NULL
22880,110,35921,5492,0.15 ,1,NULL
22887,110,115957,10219,0.09 ,1,NULL
22888,110,192631,11292,0.06 ,1,NULL
22889,110,90448,8148,0.09 ,1,NULL
22890,110,68314,11627,0.17 ,1,NULL
22898,110,130584,21473,0.16 ,1,NULL
22903,110,96951,12818,0.13 ,1,NULL
22906,110,88627,8708,0.10 ,1,NULL
22907,110,37276,6873,0.18 ,1,NULL
22908,110,82927,11792,0.14 ,1,NULL
22911,110,172114,6312,0.04 ,1,NULL
22917,110,61776,15375,0.25 ,1,NULL
22919,110,57857,7615,0.13 ,1,NULL
22921,110,81679,4899,0.06 ,1,NULL
22924,110,61847,7520,0.12 ,1,NULL
22926,110,89687,21783,0.24 ,1,NULL
22928,110,134171,6741,0.05 ,1,NULL
22929,110,32218,6556,0.20 ,1,NULL
22931,110,71459,7741,0.11 ,1,NULL
22935,110,32934,1840,0.06 ,1,NULL
22939,110,36317,5581,0.15 ,1,NULL
22941,110,90840,5150,0.06 ,1,NULL
22944,110,104224,7446,0.07 ,1,NULL
22946,110,45531,7944,0.17 ,1,NULL
22949,110,96076,12985,0.14 ,1,NULL
22952,110,88268,18422,0.21 ,1,NULL
22956,110,92473,4458,0.05 ,1,NULL
22965,110,46718,5079,0.11 ,1,NULL
22966,110,151692,13362,0.09 ,1,NULL
22968,110,37640,4486,0.12 ,1,NULL
22969,110,32456,2177,0.07 ,1,NULL
22970,110,136504,11154,0.08 ,1,NULL
22971,110,74432,13578,0.18 ,1,NULL
22981,110,60420,9385,0.16 ,1,NULL
22992,110,62339,14716,0.24 ,1,NULL
22997,110,30919,2383,0.08 ,1,NULL
23002,110,194266,14031,0.07 ,1,NULL
23009,110,62101,4868,0.08 ,1,NULL
23112,109,209959,7035,0.03 ,1,NULL
23115,109,56529,5023,0.09 ,1,NULL
23117,109,48327,9977,0.21 ,1,NULL
23120,109,41579,10401,0.25 ,1,NULL
23123,109,69886,7240,0.10 ,1,NULL
23129,109,63203,9898,0.16 ,1,NULL
23130,109,28178,3821,0.14 ,1,NULL
23133,109,141748,10397,0.07 ,1,NULL
23138,109,95589,11865,0.12 ,1,NULL
23139,109,110537,8355,0.08 ,1,NULL
23149,109,8566,8004,0.93 ,1,NULL
23150,109,62547,4646,0.07 ,1,NULL
23153,109,101578,7610,0.07 ,1,NULL
23158,109,51154,7926,0.15 ,1,NULL
23162,109,36233,3726,0.10 ,1,NULL
23163,109,30919,2305,0.07 ,1,NULL
23170,109,190840,13835,0.07 ,1,NULL
23173,109,58796,11630,0.20 ,1,NULL
23178,109,70155,4401,0.06 ,1,NULL
23185,109,148717,7271,0.05 ,1,NULL
23186,109,221255,6656,0.03 ,1,NULL
23198,109,64899,10762,0.17 ,1,NULL
23212,109,303386,9202,0.03 ,1,NULL
23216,109,91801,9644,0.11 ,1,NULL
23223,109,100484,8841,0.09 ,1,NULL
23224,109,101541,8720,0.09 ,1,NULL
23225,109,31384,2036,0.06 ,1,NULL
23226,109,109761,6236,0.06 ,1,NULL
23229,109,36310,6947,0.19 ,1,NULL
23231,109,38154,14677,0.38 ,1,NULL
23237,109,144729,7413,0.05 ,1,NULL
23238,109,128979,11446,0.09 ,1,NULL
23244,109,182116,4549,0.02 ,1,NULL
23248,109,212534,9555,0.04 ,1,NULL
23249,109,60881,7400,0.12 ,1,NULL
23253,109,62117,15101,0.24 ,1,NULL
23255,109,240397,11779,0.05 ,1,NULL
23257,109,54128,12863,0.24 ,1,NULL
23258,109,96261,9755,0.10 ,1,NULL
23267,109,268634,18578,0.07 ,1,NULL
23269,109,32651,13058,0.40 ,1,NULL
23270,109,72943,8484,0.12 ,1,NULL
23271,109,32733,2611,0.08 ,0,2018/11/30
23272,109,33169,2533,0.08 ,0,2018/10/31
23277,109,40728,5561,0.14 ,1,NULL
23278,109,37907,7799,0.21 ,1,NULL
23286,109,43450,7664,0.18 ,1,NULL
23292,109,111502,10491,0.09 ,1,NULL
23299,109,110162,10165,0.09 ,1,NULL
23302,109,35186,6521,0.19 ,1,NULL
23303,109,32951,10681,0.32 ,1,NULL
23304,109,109521,2057,0.02 ,1,NULL
23305,109,242671,11442,0.05 ,1,NULL
23307,109,189955,7820,0.04 ,1,NULL
23317,109,30101,4387,0.15 ,1,NULL
23318,109,30218,2326,0.08 ,1,NULL
23328,109,34775,4725,0.14 ,1,NULL
23329,109,78269,7877,0.10 ,1,NULL
23333,109,28086,2344,0.08 ,1,NULL
23334,109,192664,7961,0.04 ,1,NULL
23335,109,86820,10882,0.13 ,1,NULL
23337,109,87427,2110,0.02 ,1,NULL
23343,109,64588,7274,0.11 ,1,NULL
23347,109,55267,9940,0.18 ,1,NULL
23348,109,31712,10056,0.32 ,1,NULL
23353,109,96287,8362,0.09 ,1,NULL
23354,109,246777,12492,0.05 ,1,NULL
23355,109,35534,2155,0.06 ,1,NULL
23366,109,64478,2276,0.04 ,1,NULL
23367,109,159420,15981,0.10 ,1,NULL
23371,109,122763,6658,0.05 ,1,NULL
23381,109,120546,7023,0.06 ,1,NULL
23383,109,28967,7591,0.26 ,1,NULL
23385,109,127025,6866,0.05 ,1,NULL
23388,109,62232,16577,0.27 ,1,NULL
23391,109,69160,5505,0.08 ,1,NULL
23392,109,200743,16614,0.08 ,1,NULL
23398,109,32845,2308,0.07 ,1,NULL
23402,109,257924,7115,0.03 ,1,NULL
23406,109,66246,9104,0.14 ,1,NULL
23411,109,64047,4524,0.07 ,1,NULL
23415,109,28077,3094,0.11 ,1,NULL
23430,108,98034,6826,0.07 ,1,NULL
23432,108,58867,6911,0.12 ,1,NULL
23433,108,89573,7373,0.08 ,1,NULL
23437,108,71256,7243,0.10 ,1,NULL
23438,108,105360,15347,0.15 ,1,NULL
23440,108,162070,4671,0.03 ,1,NULL
23441,108,332703,9612,0.03 ,1,NULL
23442,108,59348,8559,0.14 ,1,NULL
23443,108,98248,4210,0.04 ,1,NULL
23450,108,28554,2154,0.08 ,1,NULL
23453,108,28842,3817,0.13 ,1,NULL
23456,108,76443,6187,0.08 ,1,NULL
23457,108,159911,16704,0.10 ,1,NULL
23459,108,61434,2649,0.04 ,1,NULL
23463,108,51928,2070,0.04 ,1,NULL
23464,108,86409,27474,0.32 ,1,NULL
23465,108,68219,4460,0.07 ,1,NULL
23467,108,102545,9349,0.09 ,1,NULL
23470,108,40948,4701,0.11 ,1,NULL
23475,108,40211,5222,0.13 ,1,NULL
23476,108,77198,9107,0.12 ,1,NULL
23487,108,164399,6965,0.04 ,1,NULL
23490,108,26876,2553,0.09 ,1,NULL
23501,108,52045,2444,0.05 ,1,NULL
23503,108,141529,10232,0.07 ,1,NULL
23509,108,69497,11174,0.16 ,1,NULL
23523,108,28084,4888,0.17 ,1,NULL
23527,108,63020,7763,0.12 ,1,NULL
23536,108,101274,6839,0.07 ,1,NULL
23537,108,213020,4901,0.02 ,1,NULL
23538,108,119928,11934,0.10 ,1,NULL
23540,108,112168,3904,0.03 ,1,NULL
23541,108,93785,6339,0.07 ,1,NULL
23544,108,14569,13383,0.92 ,1,NULL
23548,108,68579,0,0.00 ,1,NULL
23557,108,32450,2125,0.07 ,1,NULL
23560,108,94017,10645,0.11 ,1,NULL
23562,108,282086,6759,0.02 ,1,NULL
23564,108,26910,4924,0.18 ,1,NULL
23570,108,135354,8401,0.06 ,1,NULL
23572,108,60462,5354,0.09 ,1,NULL
23573,108,379096,27651,0.07 ,1,NULL
23579,108,71936,6482,0.09 ,1,NULL
23580,108,167290,7636,0.05 ,1,NULL
23586,108,55024,5106,0.09 ,1,NULL
23591,108,196189,6834,0.03 ,1,NULL
23593,108,73866,6240,0.08 ,1,NULL
23594,108,32125,1066,0.03 ,1,NULL
23598,108,94824,10180,0.11 ,1,NULL
23603,108,58402,8509,0.15 ,1,NULL
23607,108,105020,8837,0.08 ,1,NULL
23612,108,34360,5737,0.17 ,1,NULL
23616,108,103264,14059,0.14 ,1,NULL
23618,108,69045,5006,0.07 ,1,NULL
23624,108,63585,6799,0.11 ,1,NULL
23625,108,97399,6981,0.07 ,1,NULL
23627,108,31286,7560,0.24 ,1,NULL
23631,108,5549,3797,0.68 ,1,NULL
23637,108,256398,11519,0.04 ,1,NULL
23638,108,29047,2236,0.08 ,1,NULL
23643,108,77042,8792,0.11 ,1,NULL
23647,108,133165,6469,0.05 ,1,NULL
23652,108,49516,4807,0.10 ,1,NULL
23654,108,28594,2033,0.07 ,1,NULL
23655,108,56143,6883,0.12 ,1,NULL
23656,108,80121,6481,0.08 ,1,NULL
23658,108,3259,3259,1.00 ,1,NULL
23661,108,109311,5495,0.05 ,1,NULL
23674,108,6481,2285,0.35 ,0,2018/10/31
23683,108,60160,5011,0.08 ,1,NULL
23687,108,43429,6648,0.15 ,1,NULL
23691,108,59841,5734,0.10 ,1,NULL
23706,108,97552,7627,0.08 ,1,NULL
23707,108,108788,7979,0.07 ,1,NULL
23711,108,57820,4433,0.08 ,1,NULL
23716,108,61152,7126,0.12 ,1,NULL
23717,108,63647,13906,0.22 ,1,NULL
23724,108,42111,4724,0.11 ,1,NULL
23726,108,40006,14716,0.37 ,1,NULL
23727,108,46033,4902,0.11 ,1,NULL
23734,108,84259,6412,0.08 ,1,NULL
23750,108,39811,8131,0.20 ,1,NULL
23758,108,44867,6564,0.15 ,1,NULL
23763,108,88628,7128,0.08 ,1,NULL
23764,108,89651,8841,0.10 ,1,NULL
23766,108,81561,11157,0.14 ,1,NULL
23769,108,47238,3647,0.08 ,1,NULL
23776,108,44700,6927,0.15 ,1,NULL
23777,108,36050,4325,0.12 ,0,2018/10/31
23779,108,29916,6319,0.21 ,1,NULL
23780,108,108222,12979,0.12 ,1,NULL
23782,108,62394,13176,0.21 ,1,NULL
23787,108,30491,2196,0.07 ,1,NULL
23788,108,10399,4663,0.45 ,1,NULL
23800,108,174043,6998,0.04 ,1,NULL
23806,108,25841,4421,0.17 ,1,NULL
23809,108,34445,7857,0.23 ,1,NULL
23810,108,51884,6323,0.12 ,1,NULL
23819,108,68466,2439,0.04 ,1,NULL
23822,108,44803,5040,0.11 ,1,NULL
23824,108,31937,2079,0.07 ,1,NULL
23825,108,142339,14838,0.10 ,1,NULL
23826,108,66902,6707,0.10 ,1,NULL
23829,108,97841,5133,0.05 ,1,NULL
23831,108,38224,11343,0.30 ,1,NULL
23833,108,201866,12766,0.06 ,1,NULL
23834,108,147131,2483,0.02 ,1,NULL
23837,108,136950,6891,0.05 ,1,NULL
23838,108,54722,13760,0.25 ,1,NULL
23839,108,81267,9648,0.12 ,1,NULL
23844,108,217340,9173,0.04 ,1,NULL
23849,108,30228,4479,0.15 ,1,NULL
23851,108,65905,6498,0.10 ,1,NULL
23853,108,160548,21513,0.13 ,1,NULL
23856,108,163566,10146,0.06 ,1,NULL
23857,108,37682,4882,0.13 ,1,NULL
23859,108,68842,4863,0.07 ,1,NULL
23860,108,70959,7411,0.10 ,1,NULL
23867,108,36777,12633,0.34 ,1,NULL
23869,108,73536,4489,0.06 ,1,NULL
23870,108,59912,18826,0.31 ,1,NULL
23873,108,115788,11225,0.10 ,1,NULL
23874,108,128097,16715,0.13 ,1,NULL
23875,108,44447,7051,0.16 ,1,NULL
23880,108,89262,6765,0.08 ,1,NULL
23881,108,202656,10440,0.05 ,1,NULL
23897,108,57597,4001,0.07 ,1,NULL
23900,108,10594,4476,0.42 ,1,NULL
23902,108,75189,6635,0.09 ,1,NULL
23921,107,28094,2031,0.07 ,1,NULL
23940,107,109255,6867,0.06 ,1,NULL
23947,107,59947,2403,0.04 ,1,NULL
23948,107,28262,4787,0.17 ,1,NULL
23950,107,42293,5846,0.14 ,1,NULL
23951,107,69318,5441,0.08 ,1,NULL
23952,107,45729,9192,0.20 ,1,NULL
23953,107,106475,8090,0.08 ,1,NULL
23954,107,39729,9153,0.23 ,1,NULL
23955,107,94931,6888,0.07 ,1,NULL
23956,107,35424,7406,0.21 ,1,NULL
23960,107,37116,6034,0.16 ,1,NULL
23965,107,52641,2317,0.04 ,1,NULL
23966,107,326552,13025,0.04 ,1,NULL
23969,107,37322,6504,0.17 ,1,NULL
23977,107,69963,6552,0.09 ,1,NULL
23979,107,75607,12953,0.17 ,1,NULL
