UnitKey,month,uProd,pProd,pRate,Status,UnitTerminationDate
58441,46,29395,2032,0.07 ,1,NULL
58449,46,96587,14028,0.15 ,1,NULL
58451,46,76533,8352,0.11 ,1,NULL
58452,46,43510,8363,0.19 ,1,NULL
58459,46,47112,3639,0.08 ,1,NULL
58480,46,362833,4447,0.01 ,1,NULL
58481,46,90873,11053,0.12 ,1,NULL
58483,46,15279,2451,0.16 ,1,NULL
58485,46,30982,7194,0.23 ,1,NULL
58488,46,28016,3259,0.12 ,1,NULL
58498,46,75772,2669,0.04 ,1,NULL
58510,46,55102,6060,0.11 ,1,NULL
58515,46,4514,2504,0.55 ,1,NULL
58518,46,41482,2112,0.05 ,1,NULL
58521,46,60567,5040,0.08 ,1,NULL
58530,46,69051,8028,0.12 ,1,NULL
58533,46,68547,2144,0.03 ,1,NULL
58539,46,31175,10466,0.34 ,0,2018/10/31
58543,46,34813,2578,0.07 ,1,NULL
58549,46,60636,4333,0.07 ,1,NULL
58551,46,58628,12370,0.21 ,1,NULL
58553,46,57352,2910,0.05 ,0,2018/11/30
58554,46,32938,10391,0.32 ,1,NULL
58557,46,56037,5288,0.09 ,1,NULL
58560,46,28022,2304,0.08 ,0,2018/11/30
58562,46,45464,0,0.00 ,1,NULL
58563,46,38147,4643,0.12 ,1,NULL
58565,46,59776,8864,0.15 ,1,NULL
58568,46,125062,10166,0.08 ,1,NULL
58574,46,40334,4346,0.11 ,1,NULL
58575,46,74669,6659,0.09 ,1,NULL
58582,46,57233,4937,0.09 ,1,NULL
58586,46,28061,2303,0.08 ,1,NULL
58587,46,52092,7744,0.15 ,1,NULL
58589,46,134792,10718,0.08 ,1,NULL
58593,46,50042,5259,0.11 ,1,NULL
58595,46,99011,17216,0.17 ,1,NULL
58597,46,30376,2685,0.09 ,1,NULL
58600,46,29890,11975,0.40 ,1,NULL
58602,46,38551,7552,0.20 ,1,NULL
58603,46,29732,2080,0.07 ,1,NULL
58604,46,98254,9199,0.09 ,1,NULL
58607,46,46477,12659,0.27 ,1,NULL
58608,46,142813,7078,0.05 ,1,NULL
58610,46,109004,4849,0.04 ,1,NULL
58611,46,61751,12143,0.20 ,1,NULL
58612,46,29281,6596,0.23 ,1,NULL
58613,46,58766,7304,0.12 ,1,NULL
58619,46,28031,2736,0.10 ,1,NULL
58621,46,23041,9473,0.41 ,1,NULL
58624,46,14977,7234,0.48 ,1,NULL
58626,46,36731,9065,0.25 ,1,NULL
58633,46,54595,4803,0.09 ,1,NULL
58634,46,29363,2155,0.07 ,1,NULL
58645,46,34432,5779,0.17 ,0,2018/11/30
58648,46,83780,7703,0.09 ,1,NULL
58654,46,150004,10176,0.07 ,1,NULL
58659,46,12021,2041,0.17 ,1,NULL
58661,46,39316,4912,0.12 ,1,NULL
58662,46,44215,4210,0.10 ,1,NULL
58668,46,61369,2385,0.04 ,1,NULL
58682,46,30539,4466,0.15 ,1,NULL
58686,46,34278,4638,0.14 ,1,NULL
58687,46,61967,18035,0.29 ,1,NULL
58688,46,31084,6100,0.20 ,1,NULL
58689,46,103064,7087,0.07 ,1,NULL
58691,46,84844,7035,0.08 ,1,NULL
58693,46,35277,5145,0.15 ,1,NULL
58698,46,28323,2444,0.09 ,1,NULL
58699,46,5920,5920,1.00 ,1,NULL
58710,46,169971,7845,0.05 ,1,NULL
58716,46,2444,2444,1.00 ,1,NULL
58718,46,6776,2165,0.32 ,1,NULL
58719,46,30762,4852,0.16 ,1,NULL
58720,46,2747,2747,1.00 ,0,2018/10/31
58740,46,28049,2071,0.07 ,1,NULL
58744,46,33045,4455,0.13 ,1,NULL
58751,46,83073,5256,0.06 ,1,NULL
58753,46,112139,4945,0.04 ,1,NULL
58755,46,44857,4457,0.10 ,1,NULL
58757,46,45135,5207,0.12 ,1,NULL
58758,46,89537,6983,0.08 ,1,NULL
58760,46,4740,2225,0.47 ,1,NULL
58764,46,2480,2480,1.00 ,0,2018/10/31
58767,46,30683,5075,0.17 ,0,2018/11/30
58771,46,34640,4812,0.14 ,1,NULL
58773,46,56427,5078,0.09 ,1,NULL
58777,46,41954,8350,0.20 ,1,NULL
58780,46,56856,7626,0.13 ,1,NULL
58781,46,131377,8092,0.06 ,1,NULL
58785,46,54598,2378,0.04 ,0,2018/11/30
58787,46,214662,8732,0.04 ,1,NULL
58792,46,55294,13796,0.25 ,1,NULL
58793,46,158920,7397,0.05 ,1,NULL
58798,46,28636,16590,0.58 ,1,NULL
58800,46,56756,4566,0.08 ,1,NULL
58805,46,43315,4635,0.11 ,1,NULL
58811,46,93960,2473,0.03 ,1,NULL
58812,46,18136,4103,0.23 ,1,NULL
58813,46,31462,4738,0.15 ,1,NULL
58815,46,12867,3074,0.24 ,1,NULL
58818,46,17703,2589,0.15 ,1,NULL
58821,46,4893,2706,0.55 ,1,NULL
58826,46,30757,2711,0.09 ,1,NULL
58827,46,2388,2388,1.00 ,1,NULL
58828,46,56179,5019,0.09 ,1,NULL
58829,46,141965,23554,0.17 ,1,NULL
58831,46,41680,7556,0.18 ,1,NULL
58833,46,6807,4291,0.63 ,0,2018/10/31
58841,46,42033,8591,0.20 ,1,NULL
58842,46,32664,12248,0.37 ,1,NULL
58854,46,35052,8777,0.25 ,1,NULL
58860,46,54350,4921,0.09 ,1,NULL
58864,46,45442,4712,0.10 ,1,NULL
58870,46,58566,2244,0.04 ,1,NULL
58872,46,33730,5869,0.17 ,1,NULL
58879,46,63979,4724,0.07 ,1,NULL
58882,46,86954,7578,0.09 ,1,NULL
58892,46,16570,5112,0.31 ,1,NULL
58896,46,91631,9027,0.10 ,1,NULL
58899,46,53295,9423,0.18 ,1,NULL
58901,46,54525,2418,0.04 ,1,NULL
58907,46,59620,4500,0.08 ,1,NULL
58920,46,33384,5915,0.18 ,1,NULL
58922,46,35356,2403,0.07 ,1,NULL
58936,46,85288,2324,0.03 ,1,NULL
58939,46,98370,8237,0.08 ,1,NULL
58950,46,30722,4070,0.13 ,1,NULL
58952,46,12934,2069,0.16 ,0,2018/11/30
58954,46,38991,6846,0.18 ,1,NULL
58957,46,69377,8580,0.12 ,1,NULL
58958,46,72248,4533,0.06 ,1,NULL
58959,46,61032,4239,0.07 ,1,NULL
58976,46,54983,11254,0.20 ,1,NULL
58979,46,102058,7795,0.08 ,1,NULL
58990,46,63416,22601,0.36 ,1,NULL
58993,46,28404,3203,0.11 ,1,NULL
58998,46,78752,6512,0.08 ,1,NULL
59000,46,31736,5698,0.18 ,0,2018/11/30
59001,46,90256,2406,0.03 ,1,NULL
59002,46,60330,7608,0.13 ,1,NULL
59006,46,43268,4688,0.11 ,1,NULL
59010,46,63112,4114,0.07 ,1,NULL
59011,46,29929,0,0.00 ,0,2018/11/30
59017,46,63845,8182,0.13 ,1,NULL
59036,46,26377,4419,0.17 ,1,NULL
59037,46,39509,2195,0.06 ,0,2018/11/30
59038,46,56871,4830,0.08 ,1,NULL
59044,46,38800,4806,0.12 ,1,NULL
59045,46,32490,6404,0.20 ,1,NULL
59048,46,15244,4736,0.31 ,1,NULL
59052,46,71858,6689,0.09 ,1,NULL
59055,46,31056,2919,0.09 ,0,2018/11/30
59059,46,33621,5372,0.16 ,1,NULL
59062,46,61986,7867,0.13 ,1,NULL
59066,46,53444,7257,0.14 ,1,NULL
59073,46,99071,13959,0.14 ,1,NULL
59081,46,57105,5184,0.09 ,1,NULL
59083,46,31137,12770,0.41 ,1,NULL
59086,46,5170,2276,0.44 ,1,NULL
59107,46,64485,14068,0.22 ,1,NULL
59112,46,134841,10263,0.08 ,1,NULL
59118,46,34243,2718,0.08 ,1,NULL
59124,46,0,0,#DIV/0!,1,NULL
59128,46,94315,12721,0.13 ,1,NULL
59129,46,40036,4303,0.11 ,1,NULL
59132,46,65012,2211,0.03 ,1,NULL
59133,46,30624,4457,0.15 ,1,NULL
59135,46,134589,7447,0.06 ,1,NULL
59137,46,36036,4834,0.13 ,1,NULL
59152,46,169483,17761,0.10 ,1,NULL
59158,46,52411,9988,0.19 ,1,NULL
59161,46,55797,4165,0.07 ,1,NULL
59164,46,65006,5452,0.08 ,1,NULL
59168,46,62097,5033,0.08 ,1,NULL
59174,46,64521,7422,0.12 ,1,NULL
59182,46,56410,5154,0.09 ,1,NULL
59188,46,28008,2035,0.07 ,1,NULL
59190,46,61579,8345,0.14 ,1,NULL
59194,46,8780,6811,0.78 ,0,2018/10/31
59195,46,180455,13560,0.08 ,1,NULL
59198,46,28520,8801,0.31 ,0,2018/11/30
59201,46,63026,13251,0.21 ,1,NULL
59202,46,45490,2648,0.06 ,1,NULL
59206,46,52619,8338,0.16 ,1,NULL
59207,46,47973,4809,0.10 ,1,NULL
59209,46,91168,14128,0.15 ,1,NULL
59211,46,15159,2030,0.13 ,0,2018/10/31
59214,46,14641,4887,0.33 ,1,NULL
59215,46,31129,7192,0.23 ,1,NULL
59219,46,26079,1827,0.07 ,1,NULL
59224,46,28109,2068,0.07 ,1,NULL
59225,46,42391,4192,0.10 ,1,NULL
59226,46,39590,15172,0.38 ,1,NULL
59245,46,78119,8576,0.11 ,1,NULL
59254,46,9189,6997,0.76 ,1,NULL
59259,46,28004,2028,0.07 ,1,NULL
59264,46,56194,8400,0.15 ,1,NULL
59267,46,60739,9734,0.16 ,1,NULL
59272,46,26256,2773,0.11 ,1,NULL
59273,46,45775,8692,0.19 ,1,NULL
59280,46,32840,10253,0.31 ,1,NULL
59281,46,33873,4702,0.14 ,1,NULL
59289,46,88456,7924,0.09 ,1,NULL
59305,46,93065,8688,0.09 ,1,NULL
59315,46,140761,7546,0.05 ,1,NULL
59316,46,85863,7115,0.08 ,1,NULL
59321,46,134578,9137,0.07 ,1,NULL
59324,46,41697,7782,0.19 ,0,2018/10/31
59338,46,54639,9258,0.17 ,1,NULL
59352,46,33439,5262,0.16 ,1,NULL
59354,46,34636,4801,0.14 ,1,NULL
59357,46,66232,5225,0.08 ,1,NULL
59359,46,104679,8847,0.08 ,1,NULL
59364,45,46895,5467,0.12 ,1,NULL
59365,45,41431,5173,0.12 ,1,NULL
59369,45,87766,9761,0.11 ,1,NULL
59373,45,28052,2903,0.10 ,1,NULL
59375,45,59147,4522,0.08 ,1,NULL
59380,45,29568,7533,0.25 ,1,NULL
59381,45,123019,8999,0.07 ,1,NULL
59382,45,59206,4484,0.08 ,1,NULL
59383,45,19250,4000,0.21 ,1,NULL
59385,45,37073,22760,0.61 ,1,NULL
59386,45,59303,7773,0.13 ,1,NULL
59398,45,41543,7683,0.18 ,1,NULL
59402,45,11395,4533,0.40 ,1,NULL
59406,45,75769,11533,0.15 ,1,NULL
59407,45,45534,7153,0.16 ,1,NULL
59408,45,120779,8271,0.07 ,1,NULL
59420,45,68854,5379,0.08 ,1,NULL
59423,45,58156,4935,0.08 ,1,NULL
59425,45,35159,7731,0.22 ,1,NULL
59426,45,31690,2552,0.08 ,1,NULL
59427,45,28882,3259,0.11 ,1,NULL
59431,45,40466,14155,0.35 ,1,NULL
59432,45,55041,8026,0.15 ,1,NULL
59435,45,58896,6720,0.11 ,1,NULL
59446,45,33081,4621,0.14 ,1,NULL
59448,45,111645,8966,0.08 ,1,NULL
59453,45,61262,4892,0.08 ,1,NULL
59462,45,33964,5695,0.17 ,1,NULL
59465,45,88172,5903,0.07 ,1,NULL
59466,45,40654,4815,0.12 ,1,NULL
59469,45,29989,6155,0.21 ,1,NULL
59474,45,157975,5624,0.04 ,1,NULL
59477,45,105757,8279,0.08 ,1,NULL
59480,45,33459,13499,0.40 ,1,NULL
59482,45,30643,2635,0.09 ,1,NULL
59486,45,71958,5269,0.07 ,1,NULL
59494,45,58064,6418,0.11 ,1,NULL
59496,45,58419,4516,0.08 ,1,NULL
59505,45,94745,6876,0.07 ,1,NULL
59514,45,60090,4554,0.08 ,1,NULL
59516,45,38491,2169,0.06 ,1,NULL
59532,45,2197,2197,1.00 ,0,2018/10/31
59534,45,48740,4590,0.09 ,1,NULL
59535,45,52103,4862,0.09 ,1,NULL
59541,45,28385,2664,0.09 ,1,NULL
59550,45,26189,2396,0.09 ,1,NULL
59565,45,65786,13515,0.21 ,1,NULL
59566,45,40374,9827,0.24 ,1,NULL
59567,45,35507,7066,0.20 ,1,NULL
59568,45,54685,16106,0.29 ,1,NULL
59576,45,29798,2029,0.07 ,1,NULL
59578,45,31677,4896,0.15 ,1,NULL
59580,45,75703,6621,0.09 ,1,NULL
59582,45,13908,2526,0.18 ,1,NULL
59587,45,168815,10707,0.06 ,1,NULL
59588,45,38246,10457,0.27 ,1,NULL
59589,45,90210,8144,0.09 ,1,NULL
59591,45,26120,3272,0.13 ,1,NULL
59592,45,84417,11664,0.14 ,1,NULL
59593,45,28086,2183,0.08 ,1,NULL
59596,45,62808,18877,0.30 ,1,NULL
59598,45,80464,10776,0.13 ,1,NULL
59601,45,51016,16212,0.32 ,0,2018/10/31
59603,45,80820,10163,0.13 ,1,NULL
59604,45,57178,7467,0.13 ,1,NULL
59609,45,95223,13904,0.15 ,1,NULL
59610,45,56839,3269,0.06 ,1,NULL
59615,45,96702,6802,0.07 ,1,NULL
59616,45,56718,4721,0.08 ,1,NULL
59617,45,78235,6675,0.09 ,1,NULL
59620,45,44910,2345,0.05 ,1,NULL
59622,45,33497,2716,0.08 ,1,NULL
59624,45,125829,4787,0.04 ,1,NULL
59626,45,38719,5999,0.15 ,1,NULL
59632,45,51807,7429,0.14 ,1,NULL
59634,45,178096,9762,0.05 ,1,NULL
59637,45,2842,0,0.00 ,1,NULL
59645,45,54138,2686,0.05 ,1,NULL
59652,45,31250,8581,0.27 ,1,NULL
59655,45,54925,5085,0.09 ,1,NULL
59659,45,14938,2228,0.15 ,1,NULL
59664,45,33807,4047,0.12 ,1,NULL
59671,45,195221,18669,0.10 ,1,NULL
59673,45,2105,2105,1.00 ,1,NULL
59680,45,28003,2439,0.09 ,1,NULL
59684,45,62129,10103,0.16 ,1,NULL
59688,45,124600,6985,0.06 ,1,NULL
59689,45,28011,2191,0.08 ,1,NULL
59691,45,102976,6948,0.07 ,1,NULL
59694,45,30552,5405,0.18 ,1,NULL
59702,45,31634,2439,0.08 ,1,NULL
59709,45,35705,5886,0.16 ,1,NULL
59711,45,30314,2688,0.09 ,1,NULL
59714,45,99172,7533,0.08 ,1,NULL
59718,45,31299,5857,0.19 ,1,NULL
59719,45,28169,2416,0.09 ,1,NULL
59727,45,30057,4780,0.16 ,1,NULL
59730,45,117043,12203,0.10 ,1,NULL
59734,45,28098,2529,0.09 ,1,NULL
59735,45,31484,5407,0.17 ,1,NULL
59736,45,57842,4821,0.08 ,1,NULL
59741,45,4513,4513,1.00 ,1,NULL
59745,45,42665,11384,0.27 ,1,NULL
59751,45,29350,2122,0.07 ,1,NULL
59754,45,40721,4803,0.12 ,1,NULL
59757,45,131587,4428,0.03 ,1,NULL
59759,45,31294,4916,0.16 ,1,NULL
59762,45,35459,6927,0.20 ,1,NULL
59771,45,64231,6736,0.10 ,1,NULL
59775,45,76270,6657,0.09 ,1,NULL
59780,45,124979,14362,0.11 ,1,NULL
59790,45,146840,7738,0.05 ,1,NULL
59791,45,6716,0,0.00 ,1,NULL
59792,45,32780,6979,0.21 ,1,NULL
59795,45,43609,4392,0.10 ,1,NULL
59796,45,43223,4370,0.10 ,1,NULL
59800,45,22136,0,0.00 ,0,2018/10/31
59801,45,12343,2388,0.19 ,1,NULL
59810,45,185496,8797,0.05 ,1,NULL
59817,45,31621,2841,0.09 ,1,NULL
59820,45,5683,2401,0.42 ,1,NULL
59821,45,35734,5081,0.14 ,1,NULL
59824,45,50024,4608,0.09 ,1,NULL
59828,45,64405,7450,0.12 ,1,NULL
59834,45,28163,2075,0.07 ,1,NULL
59840,45,44509,4604,0.10 ,1,NULL
59841,45,43129,5243,0.12 ,1,NULL
59842,45,28149,2703,0.10 ,1,NULL
59844,45,57222,5960,0.10 ,1,NULL
59845,45,56812,13588,0.24 ,1,NULL
59846,45,31428,2550,0.08 ,1,NULL
59849,45,42252,4871,0.12 ,1,NULL
59860,45,36238,2603,0.07 ,1,NULL
59870,45,44874,2309,0.05 ,1,NULL
59878,45,29080,2247,0.08 ,1,NULL
59885,45,31505,2712,0.09 ,1,NULL
59901,45,38143,8305,0.22 ,1,NULL
59902,45,43097,7396,0.17 ,1,NULL
59903,45,59529,12169,0.20 ,1,NULL
59904,45,34392,4497,0.13 ,1,NULL
59905,45,36642,5600,0.15 ,1,NULL
59908,45,122901,7644,0.06 ,1,NULL
59910,45,49380,6375,0.13 ,1,NULL
59912,45,33376,28332,0.85 ,1,NULL
59913,45,73671,6227,0.08 ,1,NULL
59915,45,26449,2200,0.08 ,1,NULL
59916,45,32590,2037,0.06 ,1,NULL
59919,45,54383,5304,0.10 ,1,NULL
59923,45,28106,2614,0.09 ,1,NULL
59924,45,10750,2391,0.22 ,1,NULL
59932,45,32552,5690,0.17 ,1,NULL
59934,45,132215,13117,0.10 ,1,NULL
59936,45,112289,11046,0.10 ,1,NULL
59939,45,62247,13367,0.21 ,1,NULL
59940,45,76178,5377,0.07 ,1,NULL
59943,45,4867,4867,1.00 ,0,2018/10/31
59947,45,33085,2859,0.09 ,0,2018/10/31
59949,45,31345,4317,0.14 ,1,NULL
59952,45,106303,4055,0.04 ,1,NULL
59971,45,30316,7669,0.25 ,1,NULL
59977,45,18687,7651,0.41 ,1,NULL
59981,45,147769,14752,0.10 ,1,NULL
59984,45,39851,13783,0.35 ,1,NULL
59986,45,74921,10545,0.14 ,1,NULL
59988,45,170711,6458,0.04 ,1,NULL
59990,45,62834,15547,0.25 ,1,NULL
59994,45,72030,4356,0.06 ,1,NULL
59998,45,153880,6772,0.04 ,1,NULL
59999,45,26992,3388,0.13 ,1,NULL
60003,45,65972,10712,0.16 ,1,NULL
60004,45,32971,6552,0.20 ,0,2018/11/30
60005,45,38309,8724,0.23 ,1,NULL
60010,45,41523,18707,0.45 ,1,NULL
60012,45,56316,22344,0.40 ,1,NULL
60013,45,85054,6896,0.08 ,1,NULL
60015,45,68538,8534,0.12 ,1,NULL
60021,45,60948,14299,0.23 ,1,NULL
60028,45,42925,5604,0.13 ,1,NULL
60049,45,28105,3926,0.14 ,1,NULL
60056,45,31513,4602,0.15 ,1,NULL
60057,45,11613,3399,0.29 ,1,NULL
60058,45,40137,2029,0.05 ,1,NULL
60064,45,34733,10935,0.31 ,1,NULL
60065,45,56498,18078,0.32 ,1,NULL
60066,45,31510,4407,0.14 ,1,NULL
60071,45,67395,6799,0.10 ,0,2018/10/31
60072,45,13290,4848,0.36 ,1,NULL
60073,45,65495,15878,0.24 ,1,NULL
60076,45,139397,15867,0.11 ,1,NULL
60077,45,56193,7312,0.13 ,1,NULL
60080,45,39934,9205,0.23 ,1,NULL
60081,45,35761,4637,0.13 ,1,NULL
60082,45,60810,6657,0.11 ,1,NULL
60083,45,59295,17098,0.29 ,1,NULL
60088,45,87592,12952,0.15 ,1,NULL
60089,45,36520,11500,0.31 ,1,NULL
60093,45,38275,3259,0.09 ,1,NULL
60095,45,2444,2444,1.00 ,1,NULL
60097,45,77250,8004,0.10 ,1,NULL
60103,45,56250,6841,0.12 ,1,NULL
60107,45,58095,7891,0.14 ,1,NULL
60109,45,38194,5379,0.14 ,1,NULL
60115,45,41674,2685,0.06 ,1,NULL
60116,45,12149,5698,0.47 ,1,NULL
60117,45,87654,7943,0.09 ,1,NULL
60122,45,32579,2062,0.06 ,1,NULL
60124,45,34795,9039,0.26 ,1,NULL
60125,45,34770,5027,0.14 ,1,NULL
60126,45,29729,2042,0.07 ,0,2018/10/31
60129,45,59142,5186,0.09 ,1,NULL
60133,45,2196,2196,1.00 ,0,2018/11/30
60144,45,83369,6726,0.08 ,1,NULL
60153,45,86059,13393,0.16 ,1,NULL
60155,45,28498,2069,0.07 ,1,NULL
60156,45,88420,4921,0.06 ,1,NULL
60166,45,9840,2300,0.23 ,0,2018/10/31
60169,45,32777,4522,0.14 ,1,NULL
60173,45,8862,6838,0.77 ,0,2018/10/31
60176,45,106711,6834,0.06 ,1,NULL
60190,45,4474,4474,1.00 ,1,NULL
60192,45,86755,7031,0.08 ,1,NULL
60193,45,46580,4104,0.09 ,1,NULL
60195,45,60636,4566,0.08 ,1,NULL
60196,45,41572,4218,0.10 ,1,NULL
60201,45,125741,11519,0.09 ,1,NULL
60205,45,30167,5594,0.19 ,1,NULL
60206,45,49044,5195,0.11 ,1,NULL
60214,45,0,0,#DIV/0!,1,NULL
60226,45,30984,8090,0.26 ,1,NULL
60231,45,164551,7319,0.04 ,1,NULL
60235,45,63494,3341,0.05 ,1,NULL
60237,45,78249,9713,0.12 ,1,NULL
60244,45,60103,5397,0.09 ,1,NULL
60246,45,60706,8390,0.14 ,1,NULL
60248,45,7500,2697,0.36 ,1,NULL
60249,45,72094,9033,0.13 ,1,NULL
60250,45,75865,6008,0.08 ,1,NULL
60251,45,41625,5276,0.13 ,1,NULL
60261,45,7323,2408,0.33 ,0,2018/10/31
60263,45,10470,4738,0.45 ,1,NULL
60288,45,38823,4110,0.11 ,1,NULL
60293,45,28759,9533,0.33 ,1,NULL
60297,45,31948,9222,0.29 ,1,NULL
60317,44,56290,4628,0.08 ,1,NULL
60318,44,15049,5283,0.35 ,1,NULL
60326,44,28737,2401,0.08 ,0,2018/10/31
60329,44,73253,7556,0.10 ,1,NULL
60332,44,52761,9061,0.17 ,1,NULL
60335,44,56115,4458,0.08 ,1,NULL
60341,44,55912,6842,0.12 ,0,2018/10/31
60344,44,63956,4130,0.06 ,1,NULL
60349,44,72206,6033,0.08 ,1,NULL
60354,44,65452,7817,0.12 ,1,NULL
60356,44,39734,2096,0.05 ,1,NULL
60359,44,77175,13136,0.17 ,1,NULL
60361,44,74333,13005,0.17 ,1,NULL
60365,44,26645,6882,0.26 ,1,NULL
60368,44,47435,7404,0.16 ,1,NULL
60370,44,41656,5954,0.14 ,1,NULL
60379,44,9228,4855,0.53 ,1,NULL
60380,44,68490,4924,0.07 ,1,NULL
60397,44,34147,6376,0.19 ,1,NULL
60399,44,46993,7043,0.15 ,1,NULL
60403,44,36086,4653,0.13 ,1,NULL
60406,44,63573,2281,0.04 ,1,NULL
60420,44,35925,4843,0.13 ,1,NULL
60422,44,40230,2439,0.06 ,1,NULL
60430,44,32864,0,0.00 ,0,2018/11/30
60431,44,69007,7110,0.10 ,1,NULL
60433,44,33285,2435,0.07 ,1,NULL
60434,44,37176,2835,0.08 ,1,NULL
60435,44,63417,4992,0.08 ,1,NULL
60437,44,31474,6056,0.19 ,1,NULL
60440,44,56564,7368,0.13 ,1,NULL
60443,44,67618,15863,0.23 ,1,NULL
60453,44,9224,2104,0.23 ,1,NULL
60457,44,28031,2107,0.08 ,1,NULL
60460,44,37718,7639,0.20 ,1,NULL
60465,44,32547,14906,0.46 ,1,NULL
60467,44,16992,2029,0.12 ,0,2018/10/31
60469,44,30539,4421,0.14 ,1,NULL
60471,44,49933,9700,0.19 ,1,NULL
60473,44,54236,4537,0.08 ,1,NULL
60480,44,75643,5441,0.07 ,1,NULL
60483,44,76878,8977,0.12 ,1,NULL
60486,44,105769,5839,0.06 ,1,NULL
60490,44,10134,7930,0.78 ,1,NULL
60493,44,83838,19076,0.23 ,1,NULL
60497,44,93589,2071,0.02 ,1,NULL
60499,44,19993,8714,0.44 ,1,NULL
60500,44,35843,5067,0.14 ,1,NULL
60502,44,122196,13400,0.11 ,1,NULL
60504,44,16834,4614,0.27 ,1,NULL
60505,44,91711,4345,0.05 ,1,NULL
60507,44,59858,11958,0.20 ,1,NULL
60515,44,18164,4434,0.24 ,0,2018/11/30
60520,44,60097,5491,0.09 ,1,NULL
60522,44,70347,5826,0.08 ,1,NULL
60526,44,13326,5395,0.40 ,0,2018/10/31
60529,44,66032,19710,0.30 ,1,NULL
60539,44,83858,7484,0.09 ,1,NULL
60544,44,104776,7645,0.07 ,1,NULL
60552,44,57491,4374,0.08 ,1,NULL
60559,44,30929,2110,0.07 ,1,NULL
60560,44,134041,22348,0.17 ,1,NULL
60568,44,56405,4353,0.08 ,1,NULL
60571,44,28092,3724,0.13 ,1,NULL
60576,44,61244,6849,0.11 ,1,NULL
60581,44,38712,4875,0.13 ,1,NULL
60584,44,186675,14002,0.08 ,1,NULL
60588,44,26288,2190,0.08 ,1,NULL
60597,44,29275,2029,0.07 ,1,NULL
60600,44,45601,2203,0.05 ,1,NULL
60603,44,16600,2702,0.16 ,1,NULL
60604,44,63107,4751,0.08 ,1,NULL
60611,44,56128,12106,0.22 ,1,NULL
60612,44,62217,6743,0.11 ,1,NULL
60625,44,34219,2066,0.06 ,1,NULL
60628,44,37136,5165,0.14 ,1,NULL
60634,44,36154,4342,0.12 ,1,NULL
60642,44,34278,7200,0.21 ,0,2018/11/30
60647,44,47383,4999,0.11 ,1,NULL
60648,44,32339,2187,0.07 ,1,NULL
60650,44,28031,2028,0.07 ,1,NULL
60665,44,28720,2103,0.07 ,1,NULL
60666,44,31709,4516,0.14 ,1,NULL
60668,44,107534,9616,0.09 ,1,NULL
60669,44,80290,7770,0.10 ,1,NULL
60673,44,13058,5142,0.39 ,1,NULL
60674,44,56247,4814,0.09 ,1,NULL
60676,44,54080,11518,0.21 ,1,NULL
60677,44,28840,2111,0.07 ,1,NULL
60679,44,132210,7034,0.05 ,1,NULL
60693,44,32657,5494,0.17 ,1,NULL
60723,44,18930,8530,0.45 ,0,2018/11/30
60724,44,12796,5332,0.42 ,1,NULL
60725,44,41110,5195,0.13 ,1,NULL
60727,44,26401,2116,0.08 ,0,2018/10/31
60732,44,28579,2082,0.07 ,1,NULL
60736,44,30782,2074,0.07 ,1,NULL
60742,44,6717,2351,0.35 ,1,NULL
60747,44,58546,12216,0.21 ,1,NULL
60754,44,37119,4883,0.13 ,1,NULL
60763,44,58711,6509,0.11 ,1,NULL
60766,44,39474,2987,0.08 ,1,NULL
60773,44,63105,2712,0.04 ,1,NULL
60777,44,16950,4448,0.26 ,1,NULL
60785,44,30146,4329,0.14 ,1,NULL
60786,44,32044,2094,0.07 ,1,NULL
60794,44,51471,2981,0.06 ,1,NULL
60796,44,41371,25378,0.61 ,1,NULL
60798,44,33196,7638,0.23 ,0,2018/11/30
60800,44,87390,7043,0.08 ,1,NULL
60802,44,63523,13832,0.22 ,1,NULL
60803,44,33842,4886,0.14 ,1,NULL
60804,44,26728,2408,0.09 ,1,NULL
60805,44,86954,7121,0.08 ,1,NULL
60806,44,19402,2401,0.12 ,1,NULL
60812,44,41079,6740,0.16 ,1,NULL
60817,44,4434,2112,0.48 ,1,NULL
60825,44,30537,5543,0.18 ,1,NULL
60827,44,109823,6050,0.06 ,1,NULL
60830,44,2069,2069,1.00 ,1,NULL
60832,44,32795,2811,0.09 ,0,2018/11/30
60833,44,44970,4486,0.10 ,1,NULL
60844,44,28763,5172,0.18 ,1,NULL
60846,44,65386,20513,0.31 ,1,NULL
60847,44,273291,10641,0.04 ,1,NULL
60850,44,182820,6626,0.04 ,1,NULL
60864,44,28209,3186,0.11 ,1,NULL
60874,44,59965,9999,0.17 ,1,NULL
60877,44,85438,10679,0.12 ,1,NULL
60883,44,82611,6966,0.08 ,1,NULL
60889,44,164220,9407,0.06 ,1,NULL
60900,44,64356,5533,0.09 ,1,NULL
60901,44,97301,18135,0.19 ,1,NULL
60903,44,2465,2444,0.99 ,1,NULL
60904,44,41256,11659,0.28 ,1,NULL
60907,44,100284,14713,0.15 ,1,NULL
60908,44,165776,6245,0.04 ,1,NULL
60910,44,38970,8638,0.22 ,1,NULL
60918,44,36307,2444,0.07 ,1,NULL
60920,44,37641,7877,0.21 ,0,2018/11/30
60925,44,68715,9451,0.14 ,1,NULL
60929,44,45022,11794,0.26 ,1,NULL
60933,44,36561,4808,0.13 ,1,NULL
60936,44,69007,11589,0.17 ,1,NULL
60937,44,82922,23045,0.28 ,1,NULL
